"chromosome","start","end","width","strand","metadata_name","metadata_score","OriginalOrder","ClusterID","SortingOrder","FinalOrder"
"chrI",7866127,7872075,5949,"+","WBGene00011232",19.8803,365,3,365,1350
"chrIII",8048358,8051089,2732,"-","WBGene00019682",19.8193,366,3,366,1351
"chrI",5432161,5433144,984,"-","WBGene00001067",18.5076,388,3,388,1352
"chrI",5432161,5433212,1052,"-","WBGene00001067",18.5076,389,3,389,1353
"chrII",11571619,11572962,1344,"+","WBGene00010049",17.7884,392,3,392,1354
"chrII",11571719,11572962,1244,"+","WBGene00010049",17.7884,393,3,393,1355
"chrIII",1214943,1215279,337,"+","WBGene00022497",17.6656,394,3,394,1356
"chrIII",1214754,1215279,526,"+","WBGene00022497",17.6656,395,3,395,1357
"chrIII",1214944,1215279,336,"+","WBGene00022497",17.6656,396,3,396,1358
"chrII",11039391,11042935,3545,"-","WBGene00000472",17.3933,399,3,399,1359
"chrIV",10180545,10183937,3393,"+","WBGene00001794",17.2972,401,3,401,1360
"chrII",6888508,6891258,2751,"-","WBGene00016630",17.1582,402,3,402,1361
"chrIII",3699701,3702235,2535,"-","WBGene00003962",17.1301,407,3,407,1362
"chrIII",3699701,3702359,2659,"-","WBGene00003962",17.1301,408,3,408,1363
"chrII",5749935,5754121,4187,"+","WBGene00002054",16.5277,410,3,410,1364
"chrII",5749936,5754121,4186,"+","WBGene00002054",16.5277,411,3,411,1365
"chrII",12237795,12242025,4231,"+","WBGene00013263",16.1939,420,3,420,1366
"chrIV",17466023,17468161,2139,"-","WBGene00001240",16.0553,423,3,423,1367
"chrIV",17466023,17467966,1944,"-","WBGene00001240",16.0553,425,3,425,1368
"chrII",11015529,11016842,1314,"-","WBGene00004300",15.8849,432,3,432,1369
"chrII",11015529,11016783,1255,"-","WBGene00004300",15.8849,433,3,433,1370
"chrII",11015529,11016817,1289,"-","WBGene00004300",15.8849,434,3,434,1371
"chrI",4790644,4792518,1875,"-","WBGene00006984",15.5968,440,3,440,1372
"chrI",4790644,4792502,1859,"-","WBGene00006984",15.5968,441,3,441,1373
"chrII",5278120,5283135,5016,"-","WBGene00022781",15.5346,445,3,445,1374
"chrII",5278120,5282508,4389,"-","WBGene00022781",15.5346,446,3,446,1375
"chrII",4866431,4867767,1337,"-","WBGene00000606",14.6224,462,3,462,1376
"chrIII",7948773,7950002,1230,"+","WBGene00000665",14.4485,465,3,465,1377
"chrII",11435147,11438499,3353,"-","WBGene00006915",14.0391,471,3,471,1378
"chrII",11435147,11438572,3426,"-","WBGene00006915",14.0391,472,3,472,1379
"chrI",10033532,10037547,4016,"-","WBGene00003564",13.8289,473,3,473,1380
"chrI",10033532,10040149,6618,"-","WBGene00003564",13.8289,474,3,474,1381
"chrI",10033532,10040143,6612,"-","WBGene00003564",13.8289,475,3,475,1382
"chrII",12036767,12040257,3491,"-","WBGene00006601",13.5954,477,3,477,1383
"chrII",12036767,12040232,3466,"-","WBGene00006601",13.5954,478,3,478,1384
"chrIV",7975417,7976357,941,"-","WBGene00019021",13.336,483,3,483,1385
"chrIII",7313079,7315235,2157,"-","WBGene00018951",12.9049,496,3,496,1386
"chrI",10413,16842,6430,"+","WBGene00022276",12.6913,498,3,498,1387
"chrII",5586008,5587635,1628,"+","WBGene00003097",12.6189,499,3,499,1388
"chrII",12994289,12996502,2214,"-","WBGene00012608",12.6142,500,3,500,1389
"chrII",12994289,12996502,2214,"-","WBGene00012608",12.6142,501,3,501,1390
"chrIII",6440093,6442948,2856,"-","WBGene00003214",12.3126,504,3,504,1391
"chrIII",4084010,4087711,3702,"-","WBGene00002202",12.2872,505,3,505,1392
"chrIII",10534339,10537585,3247,"+","WBGene00001993",12.2202,507,3,507,1393
"chrIII",10534159,10537585,3427,"+","WBGene00001993",12.2202,508,3,508,1394
"chrIII",10534340,10537585,3246,"+","WBGene00001993",12.2202,509,3,509,1395
"chrIII",6394181,6396570,2390,"-","WBGene00015814",11.958,516,3,516,1396
"chrIII",5077342,5080636,3295,"+","WBGene00000107",11.9335,520,3,520,1397
"chrIII",5077327,5080636,3310,"+","WBGene00000107",11.9335,521,3,521,1398
"chrIII",5077727,5080636,2910,"+","WBGene00000107",11.9335,522,3,522,1399
"chrII",4872093,4873318,1226,"-","WBGene00000649",11.7833,528,3,528,1400
"chrII",7533252,7534466,1215,"-","WBGene00006956",11.4187,529,3,529,1401
"chrII",7533252,7534466,1215,"-","WBGene00006956",11.4187,530,3,530,1402
"chrI",5284060,5296469,12410,"-","WBGene00001333",11.4115,531,3,531,1403
"chrI",5284060,5296467,12408,"-","WBGene00001333",11.4115,532,3,532,1404
"chrII",10704843,10705961,1119,"+","WBGene00000616",11.349,535,3,535,1405
"chrII",10704844,10705961,1118,"+","WBGene00000616",11.349,536,3,536,1406
"chrII",5839617,5841173,1557,"-","WBGene00002268",11.3105,537,3,537,1407
"chrII",5839617,5841113,1497,"-","WBGene00002268",11.3105,538,3,538,1408
"chrII",5839617,5841174,1558,"-","WBGene00002268",11.3105,539,3,539,1409
"chrI",9785769,9788631,2863,"-","WBGene00006528",10.877,547,3,547,1410
"chrI",9785769,9788596,2828,"-","WBGene00006528",10.877,548,3,548,1411
"chrI",9785769,9788597,2829,"-","WBGene00006528",10.877,550,3,550,1412
"chrIV",11621420,11623101,1682,"-","WBGene00003093",10.8401,552,3,552,1413
"chrIV",11621420,11623101,1682,"-","WBGene00003093",10.8401,553,3,553,1414
"chrII",7773828,7777775,3948,"-","WBGene00015512",10.6736,556,3,556,1415
"chrII",10000274,10001228,955,"-","WBGene00003773",10.2041,565,3,565,1416
"chrII",10000274,10001121,848,"-","WBGene00003773",10.2041,566,3,566,1417
"chrII",10000274,10001229,956,"-","WBGene00003773",10.2041,567,3,567,1418
"chrIV",14089976,14096599,6624,"+","WBGene00009926",10.1397,568,3,568,1419
"chrIV",14091176,14096599,5424,"+","WBGene00009926",10.1397,569,3,569,1420
"chrIV",6014236,6019701,5466,"+","WBGene00016722",10.1074,570,3,570,1421
"chrIII",2503438,2508043,4606,"-","WBGene00021852",9.97216,572,3,572,1422
"chrIII",2503438,2508044,4607,"-","WBGene00021852",9.97216,573,3,573,1423
"chrIV",10269765,10272676,2912,"+","WBGene00012782",9.91504,582,3,582,1424
"chrII",9654284,9655540,1257,"-","WBGene00014244",9.88862,583,3,583,1425
"chrIII",5939300,5943791,4492,"+","WBGene00006727",9.85755,584,3,584,1426
"chrIII",5939249,5943791,4543,"+","WBGene00006727",9.85755,585,3,585,1427
"chrIII",5940083,5943791,3709,"+","WBGene00006727",9.85755,586,3,586,1428
"chrIII",5940187,5943791,3605,"+","WBGene00006727",9.85755,587,3,587,1429
"chrIII",5940197,5943791,3595,"+","WBGene00006727",9.85755,588,3,588,1430
"chrII",9657817,9658964,1148,"-","WBGene00014252",9.78247,592,3,592,1431
"chrII",7228742,7230574,1833,"+","WBGene00017970",9.74489,595,3,595,1432
"chrII",7228743,7230574,1832,"+","WBGene00017970",9.74489,596,3,596,1433
"chrII",7056130,7061169,5040,"-","WBGene00022856",9.74179,597,3,597,1434
"chrII",7056130,7060411,4282,"-","WBGene00022856",9.74179,598,3,598,1435
"chrII",7056130,7057972,1843,"-","WBGene00022856",9.74179,599,3,599,1436
"chrII",7056130,7057972,1843,"-","WBGene00022856",9.74179,600,3,600,1437
"chrII",7056130,7061161,5032,"-","WBGene00022856",9.74179,601,3,601,1438
"chrII",7056130,7061255,5126,"-","WBGene00022856",9.74179,602,3,602,1439
"chrI",8026601,8028777,2177,"-","WBGene00010560",9.64206,607,3,607,1440
"chrI",8026601,8028780,2180,"-","WBGene00010560",9.64206,608,3,608,1441
"chrI",8026601,8028747,2147,"-","WBGene00010560",9.64206,609,3,609,1442
"chrI",8026601,8028778,2178,"-","WBGene00010560",9.64206,610,3,610,1443
"chrIII",12018061,12025225,7165,"+","WBGene00000273",9.63802,611,3,611,1444
"chrIII",12020452,12025225,4774,"+","WBGene00000273",9.63802,612,3,612,1445
"chrIII",772914,774156,1243,"+","WBGene00000882",9.62081,613,3,613,1446
"chrIII",772981,774156,1176,"+","WBGene00000882",9.62081,614,3,614,1447
"chrI",7316452,7318657,2206,"+","WBGene00009915",9.54802,627,3,627,1448
"chrII",5764388,5772056,7669,"+","WBGene00002053",9.54508,628,3,628,1449
"chrII",5765598,5772056,6459,"+","WBGene00002053",9.54508,629,3,629,1450
"chrI",12973383,12978770,5388,"+","WBGene00008132",9.46002,632,3,632,1451
"chrI",7079910,7084528,4619,"-","WBGene00009050",9.25401,633,3,633,1452
"chrI",7079910,7084536,4627,"-","WBGene00009050",9.25401,634,3,634,1453
"chrI",7079910,7082019,2110,"-","WBGene00009050",9.25401,635,3,635,1454
"chrI",5874436,5879388,4953,"-","WBGene00016422",9.18189,641,3,641,1455
"chrI",5874436,5882119,7684,"-","WBGene00016422",9.18189,642,3,642,1456
"chrI",5874436,5878957,4522,"-","WBGene00016422",9.18189,643,3,643,1457
"chrIV",7189175,7190319,1145,"+","WBGene00016594",8.85106,667,3,667,1458
"chrIV",7189140,7190319,1180,"+","WBGene00016594",8.85106,668,3,668,1459
"chrIII",13018834,13020130,1297,"+","WBGene00000673",8.82668,669,3,669,1460
"chrIV",14456880,14464071,7192,"+","WBGene00010793",8.81116,670,3,670,1461
"chrIV",14456880,14464071,7192,"+","WBGene00010793",8.81116,671,3,671,1462
"chrIV",10768289,10777736,9448,"+","WBGene00012015",8.80957,672,3,672,1463
"chrIV",6017888,6019701,1814,"+","WBGene00016721",8.71974,676,3,676,1464
"chrIV",6017863,6019701,1839,"+","WBGene00016721",8.71974,677,3,677,1465
"chrII",11569413,11570936,1524,"+","WBGene00010050",8.71415,680,3,680,1466
"chrII",11569414,11570936,1523,"+","WBGene00010050",8.71415,681,3,681,1467
"chrI",12919395,12923535,4141,"+","WBGene00003989",8.69149,689,3,689,1468
"chrII",23231,24457,1227,"+","WBGene00005017",8.67457,692,3,692,1469
"chrI",1911680,1913968,2289,"-","WBGene00021768",8.65697,693,3,693,1470
"chrI",1911680,1913968,2289,"-","WBGene00021768",8.65697,694,3,694,1471
"chrI",6259374,6264527,5154,"+","WBGene00016749",8.63671,695,3,695,1472
"chrI",6260251,6264527,4277,"+","WBGene00016749",8.63671,696,3,696,1473
"chrI",6260251,6264527,4277,"+","WBGene00016749",8.63671,697,3,697,1474
"chrI",6259067,6264527,5461,"+","WBGene00016749",8.63671,698,3,698,1475
"chrII",11336627,11337771,1145,"-","WBGene00005016",8.63542,699,3,699,1476
"chrII",6491959,6493740,1782,"+","WBGene00020894",8.59993,700,3,700,1477
"chrI",9168298,9177490,9193,"+","WBGene00009126",8.5675,708,3,708,1478
"chrI",9168425,9177490,9066,"+","WBGene00009126",8.5675,709,3,709,1479
"chrIV",9803006,9806101,3096,"+","WBGene00001395",8.55248,714,3,714,1480
"chrIV",9803006,9806101,3096,"+","WBGene00001395",8.55248,715,3,715,1481
"chrIV",7632765,7634646,1882,"+","WBGene00004046",8.47888,721,3,721,1482
"chrI",7492042,7492934,893,"+","WBGene00012140",8.33212,726,3,726,1483
"chrI",7492041,7492934,894,"+","WBGene00012140",8.33212,727,3,727,1484
"chrI",7492042,7492934,893,"+","WBGene00012140",8.33212,728,3,728,1485
"chrIII",10218702,10222790,4089,"+","WBGene00011875",8.28389,732,3,732,1486
"chrIV",1548722,1549717,996,"+","WBGene00000681",8.12967,736,3,736,1487
"chrIV",1548723,1549717,995,"+","WBGene00000681",8.12967,737,3,737,1488
"chrII",11739393,11743335,3943,"+","WBGene00008741",8.01673,752,3,752,1489
"chrIII",5500074,5506358,6285,"+","WBGene00019831",7.97324,753,3,753,1490
"chrIII",5501822,5506358,4537,"+","WBGene00019831",7.97324,754,3,754,1491
"chrIII",5501610,5506358,4749,"+","WBGene00019831",7.97324,755,3,755,1492
"chrIII",5501822,5506358,4537,"+","WBGene00019831",7.97324,756,3,756,1493
"chrII",9059323,9061594,2272,"-","WBGene00011977",7.91262,761,3,761,1494
"chrII",9059323,9061077,1755,"-","WBGene00011977",7.91262,762,3,762,1495
"chrII",9059323,9061216,1894,"-","WBGene00011977",7.91262,763,3,763,1496
"chrIII",13563240,13564889,1650,"-","WBGene00011474",7.90666,764,3,764,1497
"chrIII",13563240,13566049,2810,"-","WBGene00011474",7.90666,765,3,765,1498
"chrIII",13563240,13564931,1692,"-","WBGene00011474",7.90666,766,3,766,1499
"chrIII",13563240,13566050,2811,"-","WBGene00011474",7.90666,767,3,767,1500
"chrII",569268,572335,3068,"-","WBGene00021095",7.84877,772,3,772,1501
"chrIII",9487557,9489102,1546,"+","WBGene00007185",7.78383,776,3,776,1502
"chrIII",9486764,9489102,2339,"+","WBGene00007185",7.78383,777,3,777,1503
"chrII",13507748,13516411,8664,"+","WBGene00010070",7.69152,780,3,780,1504
"chrII",13507749,13516411,8663,"+","WBGene00010070",7.69152,781,3,781,1505
"chrIV",4696827,4705329,8503,"-","WBGene00020679",7.65116,787,3,787,1506
"chrIII",10982067,10983154,1088,"-","WBGene00000667",7.64611,788,3,788,1507
"chrIII",10982067,10983154,1088,"-","WBGene00000667",7.64611,789,3,789,1508
"chrI",5566348,5570453,4106,"-","WBGene00019713",7.63505,791,3,791,1509
"chrI",5566348,5570441,4094,"-","WBGene00019713",7.63505,792,3,792,1510
"chrI",5566348,5570673,4326,"-","WBGene00019713",7.63505,793,3,793,1511
"chrI",3823759,3826517,2759,"+","WBGene00006833",7.59572,795,3,795,1512
"chrIV",16482818,16490046,7229,"-","WBGene00004357",7.52842,801,3,801,1513
"chrIV",16482818,16492231,9414,"-","WBGene00004357",7.52842,802,3,802,1514
"chrIV",16482818,16492230,9413,"-","WBGene00004357",7.52842,803,3,803,1515
"chrI",14048073,14051091,3019,"-","WBGene00004875",7.52055,804,3,804,1516
"chrI",14048073,14051092,3020,"-","WBGene00004875",7.52055,805,3,805,1517
"chrIII",5564985,5567344,2360,"+","WBGene00003371",7.49679,806,3,806,1518
"chrIII",5564985,5567344,2360,"+","WBGene00003371",7.49679,807,3,807,1519
"chrI",6464198,6466943,2746,"-","WBGene00019433",7.39667,810,3,810,1520
"chrII",9659184,9660458,1275,"-","WBGene00014253",7.38989,813,3,813,1521
"chrIII",11733268,11738447,5180,"-","WBGene00012759",7.33784,815,3,815,1522
"chrIV",13389133,13398793,9661,"-","WBGene00013379",7.23332,826,3,826,1523
"chrIV",13389133,13398775,9643,"-","WBGene00013379",7.23332,827,3,827,1524
"chrII",7615645,7617884,2240,"+","WBGene00000390",7.23138,828,3,828,1525
"chrII",7615609,7617884,2276,"+","WBGene00000390",7.23138,829,3,829,1526
"chrII",7615644,7617884,2241,"+","WBGene00000390",7.23138,830,3,830,1527
"chrII",7615646,7617884,2239,"+","WBGene00000390",7.23138,831,3,831,1528
"chrII",13052065,13071460,19396,"+","WBGene00006999",7.18913,841,3,841,1529
"chrII",13056744,13071460,14717,"+","WBGene00006999",7.18913,842,3,842,1530
"chrII",13056679,13071460,14782,"+","WBGene00006999",7.18913,843,3,843,1531
"chrII",13056744,13071460,14717,"+","WBGene00006999",7.18913,844,3,844,1532
"chrIV",9523731,9526102,2372,"-","WBGene00007880",7.16134,848,3,848,1533
"chrIV",3441088,3441785,698,"+","WBGene00001699",7.14611,850,3,850,1534
"chrIV",3441088,3441785,698,"+","WBGene00001699",7.14611,851,3,851,1535
"chrIV",359239,378542,19304,"-","WBGene00022048",7.08353,859,3,859,1536
"chrII",6972670,6975810,3141,"-","WBGene00004930",7.08149,860,3,860,1537
"chrII",6972670,6974098,1429,"-","WBGene00004930",7.08149,861,3,861,1538
"chrII",6972670,6974102,1433,"-","WBGene00004930",7.08149,862,3,862,1539
"chrII",6972670,6974099,1430,"-","WBGene00004930",7.08149,864,3,864,1540
"chrII",8566469,8566926,458,"-","WBGene00010041",7.00035,876,3,876,1541
"chrI",6164717,6166670,1954,"-","WBGene00020382",6.98539,877,3,877,1542
"chrI",3755473,3759079,3607,"-","WBGene00002134",6.95025,880,3,880,1543
"chrI",3755473,3759076,3604,"-","WBGene00002134",6.95025,881,3,881,1544
"chrI",3755473,3759188,3716,"-","WBGene00002134",6.95025,882,3,882,1545
"chrI",3755473,3759076,3604,"-","WBGene00002134",6.95025,883,3,883,1546
"chrI",3755473,3759188,3716,"-","WBGene00002134",6.95025,884,3,884,1547
"chrI",3898049,3899909,1861,"-","WBGene00001430",6.91563,894,3,894,1548
"chrI",3898049,3899909,1861,"-","WBGene00001430",6.91563,895,3,895,1549
"chrI",3898049,3899974,1926,"-","WBGene00001430",6.91563,896,3,896,1550
"chrII",10918537,10920124,1588,"+","WBGene00006530",6.88542,899,3,899,1551
"chrII",10918528,10920124,1597,"+","WBGene00006530",6.88542,900,3,900,1552
"chrII",9934345,9937660,3316,"-","WBGene00007330",6.85971,901,3,901,1553
"chrII",9934345,9937778,3434,"-","WBGene00007330",6.85971,902,3,902,1554
"chrII",60287,64311,4025,"+","WBGene00016018",6.81084,906,3,906,1555
"chrI",2580937,2586255,5319,"-","WBGene00001404",6.78324,909,3,909,1556
"chrI",2580937,2586242,5306,"-","WBGene00001404",6.78324,910,3,910,1557
"chrI",2580937,2586277,5341,"-","WBGene00001404",6.78324,911,3,911,1558
"chrIII",7335481,7338697,3217,"+","WBGene00001748",6.75393,924,3,924,1559
"chrIII",9336794,9346749,9956,"-","WBGene00001263",6.71363,929,3,929,1560
"chrI",9470782,9472634,1853,"+","WBGene00004807",6.70376,932,3,932,1561
"chrI",4911804,4917697,5894,"-","WBGene00017675",6.69355,934,3,934,1562
"chrIV",6640150,6645341,5192,"+","WBGene00015280",6.68754,938,3,938,1563
"chrIII",11624891,11628138,3248,"+","WBGene00001633",6.68575,941,3,941,1564
"chrIII",11624891,11628138,3248,"+","WBGene00001633",6.68575,942,3,942,1565
"chrI",3829517,3834127,4611,"+","WBGene00018764",6.67078,946,3,946,1566
"chrI",3829914,3834127,4214,"+","WBGene00018764",6.67078,947,3,947,1567
"chrI",3829959,3834127,4169,"+","WBGene00018764",6.67078,948,3,948,1568
"chrI",3829507,3834127,4621,"+","WBGene00018764",6.67078,950,3,950,1569
"chrIII",10811807,10818342,6536,"-","WBGene00004736",6.66336,952,3,952,1570
"chrIII",10811807,10822474,10668,"-","WBGene00004736",6.66336,953,3,953,1571
"chrIII",10811807,10822475,10669,"-","WBGene00004736",6.66336,956,3,956,1572
"chrIII",9853988,9859184,5197,"-","WBGene00010778",6.63493,957,3,957,1573
"chrIII",9853988,9859202,5215,"-","WBGene00010778",6.63493,958,3,958,1574
"chrIII",9853988,9859095,5108,"-","WBGene00010778",6.63493,959,3,959,1575
"chrIII",9853988,9859185,5198,"-","WBGene00010778",6.63493,960,3,960,1576
"chrII",13460921,13469532,8612,"-","WBGene00008446",6.58156,967,3,967,1577
"chrI",5822844,5826659,3816,"-","WBGene00016333",6.56929,968,3,968,1578
"chrI",5822844,5826585,3742,"-","WBGene00016333",6.56929,969,3,969,1579
"chrI",5822844,5826166,3323,"-","WBGene00016333",6.56929,970,3,970,1580
"chrIII",3198461,3200660,2200,"-","WBGene00006452",6.56026,971,3,971,1581
"chrIII",3198461,3200650,2190,"-","WBGene00006452",6.56026,972,3,972,1582
"chrIV",11304699,11306698,2000,"-","WBGene00007112",6.49021,983,3,983,1583
"chrIV",11304699,11306698,2000,"-","WBGene00007112",6.49021,984,3,984,1584
"chrI",2727769,2731456,3688,"+","WBGene00022127",6.48666,986,3,986,1585
"chrI",2727831,2731456,3626,"+","WBGene00022127",6.48666,987,3,987,1586
"chrII",7544058,7545284,1227,"+","WBGene00004398",6.47599,993,3,993,1587
"chrII",7196235,7197454,1220,"+","WBGene00017123",6.41021,998,3,998,1588
"chrII",7196235,7197454,1220,"+","WBGene00017123",6.41021,999,3,999,1589
"chrII",4914489,4925449,10961,"-","WBGene00019895",6.36394,1003,3,1003,1590
"chrI",6530131,6533032,2902,"-","WBGene00020417",6.36102,1004,3,1004,1591
"chrIV",3103164,3135005,31842,"-","WBGene00003153",6.35785,1005,3,1005,1592
"chrII",7363173,7364243,1071,"-","WBGene00018393",6.31316,1012,3,1012,1593
"chrII",11742774,11751636,8863,"-","WBGene00001679",6.29596,1013,3,1013,1594
"chrII",11742774,11749407,6634,"-","WBGene00001679",6.29596,1014,3,1014,1595
"chrII",11742774,11751570,8797,"-","WBGene00001679",6.29596,1015,3,1015,1596
"chrII",11742774,11748548,5775,"-","WBGene00001679",6.29596,1016,3,1016,1597
"chrIII",3863144,3867080,3937,"+","WBGene00007969",6.29496,1017,3,1017,1598
"chrIII",13546786,13550015,3230,"-","WBGene00013577",6.24236,1021,3,1021,1599
"chrIII",12367374,12368970,1597,"-","WBGene00001946",6.21964,1024,3,1024,1600
"chrIII",12367374,12368949,1576,"-","WBGene00001946",6.21964,1025,3,1025,1601
"chrI",6569238,6572601,3364,"+","WBGene00019001",6.18131,1035,3,1035,1602
"chrI",6569365,6572601,3237,"+","WBGene00019001",6.18131,1036,3,1036,1603
"chrIV",8476952,8480626,3675,"+","WBGene00004995",6.17226,1038,3,1038,1604
"chrIV",8476953,8480626,3674,"+","WBGene00004995",6.17226,1039,3,1039,1605
"chrIV",8476473,8480626,4154,"+","WBGene00004995",6.17226,1040,3,1040,1606
"chrIV",8476964,8480626,3663,"+","WBGene00004995",6.17226,1041,3,1041,1607
"chrIII",8769391,8776059,6669,"+","WBGene00019301",6.13806,1042,3,1042,1608
"chrIII",8769377,8776059,6683,"+","WBGene00019301",6.13806,1043,3,1043,1609
"chrIII",8769378,8776059,6682,"+","WBGene00019301",6.13806,1044,3,1044,1610
"chrIII",3771403,3773315,1913,"-","WBGene00002267",6.12753,1045,3,1045,1611
"chrIII",3771403,3773315,1913,"-","WBGene00002267",6.12753,1046,3,1046,1612
"chrII",13632585,13636912,4328,"+","WBGene00006404",6.10683,1047,3,1047,1613
"chrII",13632585,13636912,4328,"+","WBGene00006404",6.10683,1048,3,1048,1614
"chrIII",9927608,9928919,1312,"+","WBGene00010539",6.09599,1049,3,1049,1615
"chrIII",9927609,9928919,1311,"+","WBGene00010539",6.09599,1050,3,1050,1616
"chrIII",5917583,5920041,2459,"-","WBGene00016201",6.07312,1052,3,1052,1617
"chrIII",5917583,5921235,3653,"-","WBGene00016201",6.07312,1053,3,1053,1618
"chrIII",5917583,5920041,2459,"-","WBGene00016201",6.07312,1054,3,1054,1619
"chrI",8212356,8218443,6088,"-","WBGene00000967",6.05171,1055,3,1055,1620
"chrIV",13079456,13082758,3303,"+","WBGene00008032",6.04915,1056,3,1056,1621
"chrIV",13079456,13082758,3303,"+","WBGene00008032",6.04915,1057,3,1057,1622
"chrI",7518817,7526699,7883,"+","WBGene00001648",5.99198,1061,3,1061,1623
"chrI",7515186,7526699,11514,"+","WBGene00001648",5.99198,1062,3,1062,1624
"chrI",2686641,2689475,2835,"-","WBGene00000788",5.97577,1063,3,1063,1625
"chrI",2686641,2689475,2835,"-","WBGene00000788",5.97577,1064,3,1064,1626
"chrII",10924901,10931017,6117,"+","WBGene00010988",5.89792,1071,3,1071,1627
"chrII",5233145,5235927,2783,"-","WBGene00004020",5.87848,1072,3,1072,1628
"chrII",5233145,5235913,2769,"-","WBGene00004020",5.87848,1073,3,1073,1629
"chrII",5233145,5235931,2787,"-","WBGene00004020",5.87848,1074,3,1074,1630
"chrII",14492752,14495339,2588,"-","WBGene00010759",5.82656,1078,3,1078,1631
"chrII",14492752,14494439,1688,"-","WBGene00010759",5.82656,1079,3,1079,1632
"chrII",14492752,14494535,1784,"-","WBGene00010759",5.82656,1080,3,1080,1633
"chrII",14492752,14495336,2585,"-","WBGene00010759",5.82656,1081,3,1081,1634
"chrII",14492752,14495504,2753,"-","WBGene00010759",5.82656,1082,3,1082,1635
"chrII",8137642,8141224,3583,"+","WBGene00008053",5.82155,1084,3,1084,1636
"chrII",8358178,8359328,1151,"-","WBGene00000653",5.7818,1093,3,1093,1637
"chrII",8358178,8359409,1232,"-","WBGene00000653",5.7818,1094,3,1094,1638
"chrII",7232689,7235880,3192,"+","WBGene00017969",5.72694,1103,3,1103,1639
"chrII",7232806,7235880,3075,"+","WBGene00017969",5.72694,1104,3,1104,1640
"chrIV",5204414,5207130,2717,"+","WBGene00006586",5.71182,1105,3,1105,1641
"chrIV",5204415,5207130,2716,"+","WBGene00006586",5.71182,1106,3,1106,1642
"chrII",12423448,12425853,2406,"-","WBGene00013284",5.70073,1107,3,1107,1643
"chrII",12423448,12425847,2400,"-","WBGene00013284",5.70073,1108,3,1108,1644
"chrII",12423448,12425855,2408,"-","WBGene00013284",5.70073,1109,3,1109,1645
"chrII",12423448,12425634,2187,"-","WBGene00013284",5.70073,1110,3,1110,1646
"chrII",12423448,12425848,2401,"-","WBGene00013284",5.70073,1111,3,1111,1647
"chrIII",4413355,4414728,1374,"+","WBGene00011119",5.66225,1117,3,1117,1648
"chrII",8732827,8734264,1438,"+","WBGene00004397",5.66129,1118,3,1118,1649
"chrIV",6818595,6820632,2038,"+","WBGene00015933",5.61467,1127,3,1127,1650
"chrIV",6818595,6820632,2038,"+","WBGene00015933",5.61467,1128,3,1128,1651
"chrIV",2136881,2146461,9581,"+","WBGene00016918",5.61163,1129,3,1129,1652
"chrIV",2136895,2146461,9567,"+","WBGene00016918",5.61163,1130,3,1130,1653
"chrII",4727315,4728767,1453,"-","WBGene00017374",5.57749,1135,3,1135,1654
"chrII",4727315,4728790,1476,"-","WBGene00017374",5.57749,1136,3,1136,1655
"chrIV",7235709,7239885,4177,"+","WBGene00001241",5.5593,1137,3,1137,1656
"chrIV",7235546,7239885,4340,"+","WBGene00001241",5.5593,1138,3,1138,1657
"chrIV",7237611,7239885,2275,"+","WBGene00001241",5.5593,1139,3,1139,1658
"chrII",10647284,10648617,1334,"+","WBGene00010901",5.55383,1140,3,1140,1659
"chrII",13981278,13981712,435,"+","WBGene00012728",5.52421,1153,3,1153,1660
"chrII",13981262,13981712,451,"+","WBGene00012728",5.52421,1154,3,1154,1661
"chrIV",7832331,7835156,2826,"-","WBGene00015510",5.52351,1155,3,1155,1662
"chrIII",4649599,4653892,4294,"+","WBGene00011953",5.50452,1158,3,1158,1663
"chrIII",4649628,4653892,4265,"+","WBGene00011953",5.50452,1159,3,1159,1664
"chrIII",8351177,8356333,5157,"-","WBGene00006840",5.48729,1162,3,1162,1665
"chrI",5868266,5870659,2394,"-","WBGene00018008",5.40887,1175,3,1175,1666
"chrI",5868266,5870655,2390,"-","WBGene00018008",5.40887,1176,3,1176,1667
"chrI",8975377,8987064,11688,"-","WBGene00009342",5.37446,1182,3,1182,1668
"chrI",8975377,8986527,11151,"-","WBGene00009342",5.37446,1183,3,1183,1669
"chrI",8975377,8987076,11700,"-","WBGene00009342",5.37446,1184,3,1184,1670
"chrIII",7979902,7986272,6371,"+","WBGene00000542",5.37213,1185,3,1185,1671
"chrII",6343022,6345893,2872,"-","WBGene00016316",5.35154,1187,3,1187,1672
"chrII",6343022,6345895,2874,"-","WBGene00016316",5.35154,1188,3,1188,1673
"chrII",6343022,6345893,2872,"-","WBGene00016316",5.35154,1189,3,1189,1674
"chrII",6343022,6346112,3091,"-","WBGene00016316",5.35154,1190,3,1190,1675
"chrII",7942551,7945266,2716,"-","WBGene00014054",5.33323,1192,3,1192,1676
"chrII",9225118,9227173,2056,"-","WBGene00004174",5.29422,1200,3,1200,1677
"chrIV",8648652,8653686,5035,"-","WBGene00016769",5.28775,1203,3,1203,1678
"chrIII",3392002,3395243,3242,"-","WBGene00003372",5.26862,1205,3,1205,1679
"chrIII",7453898,7455917,2020,"+","WBGene00000118",5.19192,1223,3,1223,1680
"chrIII",7453902,7455917,2016,"+","WBGene00000118",5.19192,1224,3,1224,1681
"chrII",1135344,1152712,17369,"+","WBGene00004076",5.18351,1228,3,1228,1682
